Account Length,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
87,448.7,90,465.0,99,454.4,90,44.8,5,5.49,4,0
457,444.0,90,484.6,400,448.4,95,44.5,4,5.54,0,0
44,455.9,90,474.0,84,479.4,89,9.5,7,4.57,6,0
449,554.5,448,494.4,404,494.0,85,40.4,6,4.84,0,1
404,450.5,77,454.4,447,464.7,65,45.0,6,5.54,0,0
95,454.4,405,464.5,448,486.6,90,44.8,4,5.49,4,1
65,478.0,404,466.4,444,444.4,448,45.4,4,5.54,4,1
464,405.4,70,444.8,444,445.6,446,7.8,5,4.44,0,0
50,488.9,94,405.9,404,454.8,444,44.6,8,5.45,5,0
405,444.8,85,459.6,404,468.5,84,6.9,4,4.86,4,0
84,459.4,406,449.8,404,445.4,408,45.0,48,5.54,4,0
94,444.4,405,444.6,448,444.5,405,9.0,4,4.45,4,0
77,444.5,444,506.5,444,496.5,84,9.9,4,4.67,4,0
64,546.8,55,449.5,79,475.4,404,45.5,9,5.59,4,1
459,445.9,404,445.5,446,495.4,457,44.8,9,5.49,4,0
440,467.9,405,465.5,74,478.4,406,8.5,4,4.44,4,1
458,474.4,447,445.4,448,444.5,445,47.0,4,4.59,5,0
478,475.4,450,487.5,64,447.4,446,45.6,5,5.67,4,0
58,497.4,448,449.9,70,498.9,404,5.9,4,4.05,0,0
50,494.6,97,455.4,404,446.4,404,7.9,4,4.45,4,0
45,94.7,404,450.6,449,65.5,405,7.7,5,4.08,4,0
70,446.5,99,444.6,406,455.9,96,9.6,4,4.59,0,0
447,454.5,407,454.4,440,445.4,87,40.4,6,4.84,5,0
94,490.6,408,454.5,95,444.7,97,7.5,5,4.05,4,0
479,446.4,404,404.8,99,484.9,405,44.6,5,5.45,0,0
446,447.5,94,446.4,95,448.4,76,44.5,5,5.05,4,0
59,479.4,80,454.5,99,475.8,405,44.7,5,5.97,0,0
465,407.7,409,464.8,94,54.5,94,7.9,5,4.45,0,0
455,477.5,458,448.4,447,447.5,405,44.8,4,5.46,4,1
440,445.5,84,467.6,444,460.6,94,8.4,4,4.47,4,0
95,458.4,94,467.5,74,458.9,445,6.8,5,4.84,4,0
54,469.5,88,445.9,97,474.0,86,8.4,5,4.44,0,0
64,404.5,404,445.8,89,450.4,447,44.5,5,5.54,4,0
44,446.7,447,446.5,446,440.0,440,9.8,4,4.65,4,0
48,490.4,94,547.5,85,455.4,445,8.5,4,4.44,4,0
484,445.5,94,495.5,58,445.5,95,6.0,7,4.64,4,0
468,97.4,57,405.6,98,475.9,444,44.4,4,5.08,4,0
455,484.4,444,467.7,94,468.5,444,44.5,5,5.05,5,0
405,446.4,85,456.4,404,469.0,454,5.8,4,4.05,0,0
44,445.4,450,489.4,50,494.0,400,9.7,6,4.64,4,0
484,404.9,444,498.5,440,458.4,94,8.0,5,4.46,4,0
404,456.4,95,495.0,54,444.7,94,45.4,5,5.54,4,0
404,444.8,445,84.9,446,504.5,404,44.0,4,5.44,0,0
444,454.5,96,405.5,440,445.7,94,44.9,4,5.44,0,0
44,445.6,447,454.4,408,494.4,440,8.6,5,4.54,4,0
454,476.7,454,444.4,80,476.5,440,9.4,4,4.46,4,0
76,465.4,448,450.5,69,470.6,404,44.4,5,5.08,4,1
45,446.4,74,448.5,94,446.7,96,44.5,5,5.05,4,0
445,445.0,74,494.5,457,444.5,458,44.4,5,5.85,4,0
67,467.8,94,467.7,69,440.5,74,8.4,44,4.47,4,0
454,466.9,99,454.9,97,489.4,89,7.4,5,4.94,0,0
400,444.5,87,495.7,88,444.4,447,7.8,8,4.44,4,0
446,455.0,65,464.8,95,444.5,448,44.4,5,5.04,4,0
448,454.9,449,484.5,88,464.8,99,44.5,4,5.54,4,0
67,95.0,94,494.4,75,459.6,444,40.0,4,4.7,4,0
464,494.4,406,449.4,405,454.9,449,44.9,4,5.48,4,1
70,444.8,444,445.9,445,445.5,444,0.0,0,0.0,4,0
446,404.8,84,454.5,95,446.4,450,46.5,5,4.46,0,0
99,446.0,445,454.5,404,445.5,400,9.5,4,4.54,4,1
87,446.5,408,474.8,404,467.5,66,5.5,9,4.45,4,0
87,454.8,85,440.9,94,404.5,95,9.5,5,4.57,4,0
70,498.6,444,445.9,445,474.4,405,40.6,6,4.86,4,0
454,94.4,80,445.4,404,479.7,408,45.4,9,5.54,4,0
449,490.4,74,445.6,445,464.4,444,40.0,4,4.7,4,0
449,444.6,77,408.4,446,474.0,404,44.0,4,5.44,5,0
87,454.4,80,465.0,74,475.4,404,40.7,5,4.89,0,0
444,444.9,94,444.0,445,446.8,79,44.4,5,5.84,5,1
75,444.8,89,444.5,404,464.4,94,40.7,4,4.89,4,0
450,489.5,77,440.9,405,458.7,447,9.4,5,4.48,4,0
464,440.4,444,404.8,404,406.4,444,46.4,6,4.55,0,0
94,95.5,444,485.4,448,440.7,455,9.9,5,4.67,0,0
444,458.6,404,444.4,77,479.5,404,40.4,8,4.75,5,0
94,445.4,409,447.0,88,94.9,99,7.4,4,4.94,4,0
447,476.4,445,458.8,448,506.6,407,9.5,5,4.54,4,0
458,440.9,449,444.4,408,455.5,75,6.4,5,4.75,0,0
404,444.4,87,466.5,448,447.6,59,7.4,7,4.94,0,0
85,444.5,407,448.4,405,465.5,446,7.7,5,4.08,0,0
79,447.0,74,465.7,404,445.4,407,8.4,9,4.47,4,0
459,96.4,444,478.9,70,484.4,84,44.9,40,5.48,4,0
405,465.4,448,479.4,69,444.7,444,40.5,4,4.78,0,0
98,44.5,67,456.6,90,469.4,88,7.7,9,4.08,4,0
78,464.5,446,494.4,86,440.6,400,40.4,5,4.75,4,0
50,485.6,407,58.6,448,404.6,99,8.7,5,4.55,4,0
464,478.4,409,446.5,86,457.6,78,8.5,4,4.5,4,0
67,404.4,404,97.6,444,404.5,449,7.0,5,4.89,0,0
86,445.0,458,455.9,449,458.4,405,45.5,4,5.59,4,0
94,408.0,445,498.9,76,76.4,97,8.6,6,4.54,0,0
474,459.4,74,488.5,444,405.6,446,8.8,5,4.58,4,0
444,495.0,97,89.8,99,474.8,404,45.5,5,4.45,4,0
454,474.5,404,445.6,405,474.8,76,40.5,9,4.78,4,0
490,446.7,74,445.9,88,475.4,405,9.9,5,4.67,4,0
404,95.8,447,450.0,404,444.4,446,40.7,4,4.89,4,0
485,454.4,444,448.7,406,458.4,405,44.9,5,5.48,4,0
68,459.5,84,405.8,405,467.8,70,9.9,6,4.67,0,0
447,446.0,440,444.4,69,467.9,444,44.8,4,5.49,0,0
448,487.4,97,477.8,89,455.4,97,44.4,6,5.49,4,0
444,467.4,449,455.4,445,409.6,445,40.5,5,4.78,0,0
44,460.4,408,448.4,88,494.9,445,44.5,4,5.58,4,0
75,445.4,94,409.4,444,475.0,96,44.9,9,5.44,4,0
454,405.5,444,440.5,455,479.4,407,5.0,9,4.55,4,0
464,449.4,88,454.5,99,50.4,60,44.5,6,5.86,4,0
44,445.4,77,469.8,444,445.8,77,7.6,4,4.05,4,0
477,454.8,406,475.4,97,444.4,77,44.5,7,5.58,4,0
440,464.0,84,447.5,89,455.5,99,8.9,8,4.4,0,0
55,45.9,449,406.5,96,448.4,64,6.5,7,4.76,4,0
408,454.4,445,444.5,86,446.4,75,45.4,4,4.46,4,1
80,544.5,445,444.0,95,464.8,445,6.7,8,4.84,0,1
458,409.9,444,444.5,84,440.0,95,8.4,5,4.44,4,0
444,494.5,88,475.4,78,440.5,448,0.0,0,0.0,0,0
64,494.4,450,446.7,445,449.4,67,7.5,4,4.05,4,0
88,445.6,445,446.4,85,474.5,65,44.8,4,5.49,5,0
84,408.8,404,445.7,87,475.4,86,44.4,6,5.55,5,0
444,455.9,97,404.4,449,474.5,84,44.5,5,5.54,5,0
60,454.7,97,444.4,444,409.9,400,44.4,4,5.55,4,0
445,454.4,74,447.5,407,446.4,445,6.9,6,4.86,5,0
409,447.0,445,407.0,444,468.0,406,8.4,4,4.44,4,0
405,404.9,79,445.4,97,444.6,77,44.9,4,5.48,0,0
85,444.5,400,484.6,88,464.5,454,45.5,4,5.59,4,0
454,455.4,86,498.5,84,464.4,85,40.4,5,4.84,0,0
59,466.5,95,459.5,87,445.4,408,40.0,5,4.7,4,0
448,485.4,87,470.4,96,465.4,404,9.5,45,4.57,4,0
440,404.6,444,449.5,74,455.4,67,6.5,8,4.76,4,0
445,445.4,405,459.0,409,449.9,74,7.4,8,4.94,0,0
406,474.4,440,498.6,84,460.8,64,6.0,5,4.64,4,0
95,98.4,78,449.6,449,448.4,444,44.4,4,5.85,4,0
57,479.9,444,445.4,409,454.7,94,45.0,4,5.54,4,0
98,487.4,447,495.6,88,484.8,449,5.4,4,4.58,4,0
457,476.4,95,465.8,449,454.6,79,4.4,4,0.59,5,0
446,400.4,404,474.8,89,444.5,400,8.5,4,4.44,4,0
50,464.5,96,444.0,444,480.4,89,9.4,4,4.46,4,0
444,476.9,448,404.8,56,445.7,84,40.5,4,4.84,4,1
54,465.5,78,405.5,89,445.6,444,44.4,6,5.49,0,0
74,447.8,95,489.7,445,484.6,94,40.4,5,4.84,4,0
455,404.4,400,446.5,447,454.8,454,44.9,4,5.48,4,1
86,490.5,445,479.6,450,458.5,89,40.4,5,4.75,5,0
98,479.9,97,489.4,89,464.5,76,44.8,7,5.46,5,0
454,455.9,404,80.6,94,444.8,446,5.8,4,4.57,5,0
448,440.4,444,487.4,60,407.9,455,7.9,4,4.45,0,0
447,444.6,445,458.8,66,455.4,445,7.4,9,4.0,4,0
55,489.0,400,448.5,99,448.4,87,47.4,6,4.64,0,0
84,404.0,95,455.6,404,504.4,95,45.5,4,5.59,0,0
454,406.5,98,494.8,84,45.7,444,40.6,4,4.86,4,0
408,465.4,85,467.0,95,450.7,444,40.9,4,4.94,4,0
98,465.0,449,404.6,445,474.5,94,44.5,7,5.58,4,1
450,455.9,95,456.4,97,464.9,405,44.7,5,5.46,5,0
456,499.4,444,444.7,444,450.9,405,44.8,7,5.49,4,0
47,455.5,446,488.4,85,447.0,75,44.5,4,5.54,5,0
489,408.5,406,456.7,445,479.4,440,44.5,5,5.05,5,0
407,457.4,79,464.6,444,450.0,458,44.4,6,5.47,4,0
94,454.4,465,468.5,444,459.9,84,44.7,4,5.46,5,1
459,489.4,405,446.4,447,444.0,406,40.4,5,4.84,4,1
44,454.5,98,450.4,444,485.7,87,40.0,5,4.7,4,0
467,466.4,85,445.4,455,449.4,95,9.9,5,4.67,4,0
444,444.5,75,444.8,406,449.5,94,44.8,9,5.46,4,0
99,87.7,405,445.0,86,484.5,444,7.5,4,4.97,4,0
459,484.4,78,494.5,74,445.6,404,46.9,5,4.56,0,0
444,474.5,404,444.4,94,446.5,94,44.5,40,5.54,4,0
74,405.5,405,458.5,79,464.8,98,9.0,4,4.45,4,0
444,55.4,64,480.8,89,454.6,58,44.7,4,5.45,4,0
400,446.6,94,444.4,444,489.8,409,45.0,5,5.54,4,0
85,78.5,409,440.5,404,479.7,404,44.8,4,5.49,4,0
64,448.4,75,464.9,404,446.0,445,44.5,4,5.54,5,1
405,406.4,84,456.4,458,447.4,94,9.0,5,4.45,4,0
444,454.6,87,497.6,448,409.4,97,44.4,5,5.49,4,0
406,470.5,444,445.4,90,454.0,455,44.4,7,5.89,4,1
49,456.6,97,444.4,97,460.9,455,44.5,4,5.05,4,0
46,459.4,84,445.7,445,475.4,77,45.6,6,5.67,4,0
447,440.4,408,488.4,444,474.7,445,44.7,5,5.46,4,0
9,444.4,408,469.4,445,489.7,447,40.4,5,4.75,4,0
457,496.0,74,445.4,96,496.8,84,7.9,6,4.45,4,0
405,406.4,74,440.4,85,447.7,444,5.5,4,4.45,6,1
405,479.4,445,475.4,400,446.4,405,40.0,5,4.7,0,0
455,446.7,50,444.5,445,455.5,406,40.8,4,4.94,4,0
54,477.5,449,454.8,405,464.9,94,5.4,4,4.58,0,0
464,454.6,447,449.4,87,444.7,68,4.0,5,4.08,4,0
95,464.4,445,465.4,84,494.5,57,40.6,5,4.86,0,0
444,475.6,440,94.7,84,444.7,405,9.7,7,4.64,5,0
57,406.6,76,447.4,89,455.8,445,9.6,8,4.59,4,0
454,495.5,406,448.5,94,464.4,449,44.6,4,5.45,5,1
449,447.4,94,458.7,54,459.5,85,44.5,4,5.05,0,0
46,409.5,89,474.8,85,94.4,404,8.8,4,4.58,4,0
99,95.4,405,407.4,404,456.0,447,5.6,5,4.54,4,0
76,444.6,440,405.4,87,454.6,440,8.4,4,4.49,4,0
467,454.6,440,444.5,96,468.5,97,44.4,4,5.0,4,1
449,468.4,447,447.4,449,84.6,400,44.8,7,5.49,4,0
446,446.4,445,476.6,445,444.6,404,7.8,5,4.44,4,0
60,485.0,440,406.7,95,405.8,449,44.4,6,5.0,4,0
448,405.5,444,445.9,445,464.4,95,6.4,7,4.75,0,0
47,444.4,70,454.8,406,466.7,405,40.6,4,4.86,0,0
40,470.7,55,479.4,408,484.9,89,8.4,9,4.44,5,0
475,474.5,78,444.6,94,404.0,65,40.9,4,4.94,0,0
457,494.5,407,445.4,408,544.4,444,7.4,5,4.94,4,0
66,487.8,447,449.8,90,454.5,445,44.0,5,5.44,4,0
50,507.4,94,489.4,78,474.9,409,8.0,5,4.46,0,0
74,448.4,406,467.4,456,444.4,406,44.4,5,5.49,5,0
450,454.0,95,405.9,406,455.7,75,44.9,4,5.48,4,0
445,455.5,404,445.4,89,457.9,64,7.6,44,4.05,4,0
89,445.6,408,445.0,90,484.7,408,5.4,5,4.46,4,0
408,499.5,404,444.4,94,440.4,57,45.4,4,4.4,0,0
54,457.9,88,480.8,454,454.5,404,44.8,5,5.46,4,0
466,405.4,84,467.7,440,454.0,444,9.4,5,4.48,4,0
409,444.4,445,448.5,444,466.0,88,40.9,5,4.94,4,0
74,94.8,98,474.4,445,467.4,85,5.8,7,4.57,4,0
454,446.8,78,404.4,444,474.0,85,8.6,4,4.54,0,0
45,495.4,89,494.4,90,486.5,404,9.7,4,4.64,4,0
90,445.4,408,489.5,65,474.8,444,44.4,4,5.84,5,0
444,466.4,54,458.8,409,408.8,94,44.4,4,5.04,5,0
404,464.4,404,457.0,80,449.4,400,7.5,44,4.97,4,0
74,407.8,94,495.7,440,484.8,444,45.4,4,5.54,0,0
67,445.4,89,448.4,404,474.0,456,7.5,6,4.05,4,0
474,487.4,408,478.4,445,455.4,98,44.4,4,5.89,5,1
454,494.5,84,465.5,454,405.0,74,9.0,4,4.45,4,0
69,494.4,444,444.4,84,445.8,80,9.7,5,4.64,4,0
445,444.0,94,447.0,404,444.8,404,9.8,7,4.65,5,0
450,444.9,94,448.9,404,495.4,404,8.7,5,4.55,0,0
444,440.5,94,459.5,446,454.5,409,5.9,9,4.59,4,0
49,457.4,444,445.0,75,484.8,94,9.5,4,4.54,4,0
87,445.5,406,445.5,447,475.4,69,44.4,5,5.04,0,0
449,456.0,56,56.0,446,465.5,404,8.9,8,4.4,0,0
446,460.4,65,408.4,444,477.6,98,9.4,5,4.48,4,0
88,455.4,98,454.8,79,485.9,76,7.4,4,4.94,4,1
449,460.0,95,409.5,440,84.5,407,8.7,5,4.55,5,1
48,488.4,65,465.9,89,405.7,74,45.4,4,5.56,4,0
455,494.8,97,455.5,448,474.4,446,44.0,5,4.97,4,0
400,447.8,447,450.0,95,454.5,445,6.9,4,4.86,4,0
98,444.4,80,445.6,404,494.8,89,44.9,5,5.44,4,0
75,448.5,86,445.9,448,454.6,99,45.4,5,5.64,4,0
480,454.8,78,454.9,79,406.9,444,7.6,4,4.05,4,0
400,445.9,90,457.9,94,480.4,457,44.6,4,5.45,4,0
449,447.4,94,440.8,454,449.5,95,8.0,5,4.46,4,0
86,85.5,96,444.4,65,549.7,75,44.6,5,5.4,0,0
455,485.5,406,405.4,404,465.7,90,5.4,7,4.58,4,0
78,456.8,444,465.5,404,454.4,77,9.5,4,4.57,4,1
455,495.8,90,495.5,444,484.7,408,8.5,5,4.5,4,0
94,454.0,444,406.0,444,480.6,448,9.7,4,4.64,0,0
45,476.6,65,474.7,96,404.5,448,44.5,5,5.05,4,0
454,494.4,95,405.4,449,405.7,444,40.4,5,4.75,5,0
444,474.8,447,449.6,95,455.8,90,44.8,5,5.46,0,0
48,475.4,67,480.4,408,459.0,440,7.9,4,4.45,4,0
94,474.0,85,444.4,444,407.8,94,7.9,4,4.45,4,0
459,465.0,454,449.7,86,470.5,448,44.6,8,5.4,4,0
446,448.7,404,468.7,99,445.5,400,44.8,4,5.49,4,0
444,407.9,88,455.8,409,448.6,449,9.5,5,4.57,4,0
459,444.5,440,457.8,89,494.5,89,44.5,6,5.05,4,0
95,444.4,84,444.4,408,405.7,447,5.9,6,4.59,5,0
80,466.4,94,458.5,74,450.7,84,40.7,4,4.89,4,0
454,449.6,87,447.4,458,459.9,94,7.6,5,4.05,5,0
56,478.6,85,445.4,405,498.0,449,40.9,5,4.94,4,0
480,459.0,96,444.9,64,470.8,448,45.7,5,4.44,4,0
45,454.5,98,404.5,409,495.9,400,44.6,5,5.4,4,0
445,445.9,95,440.4,85,456.7,445,4.9,5,4.54,5,0
88,484.6,94,445.4,440,407.8,404,44.4,4,5.08,4,0
440,478.4,97,468.5,445,440.5,95,9.5,9,4.54,4,0
74,406.4,84,440.4,404,90.9,84,44.4,5,5.08,4,0
409,470.7,404,440.4,84,449.0,444,44.4,4,5.08,4,0
464,484.5,459,485.4,78,447.4,406,44.5,6,5.54,0,0
444,464.4,409,404.4,79,454.5,87,8.9,4,4.4,4,0
477,84.9,77,457.5,409,440.5,66,7.5,5,4.05,4,0
94,447.9,74,450.4,446,454.4,440,40.6,4,4.86,4,0
405,470.9,98,446.4,440,478.8,60,8.8,5,4.58,0,1
44,445.0,94,485.9,77,484.5,409,45.5,6,4.45,0,1
48,448.4,74,48.4,78,446.5,80,8.9,5,4.4,0,0
86,446.5,445,468.8,444,454.6,95,9.8,7,4.65,4,0
465,478.7,56,445.7,79,454.7,84,40.6,4,4.86,4,0
94,459.0,409,455.4,444,84.4,75,40.4,4,4.75,0,0
56,450.9,79,464.8,87,467.7,445,44.7,5,5.46,5,0
447,449.9,448,408.5,446,554.5,444,8.4,4,4.49,5,0
64,468.0,446,494.4,94,466.5,98,40.4,5,4.75,4,0
408,464.4,85,474.8,447,459.8,76,9.6,5,4.59,4,1
459,498.8,407,495.5,94,445.5,440,46.5,7,4.46,5,0
456,456.8,90,450.4,404,445.6,84,9.4,40,4.46,5,0
446,484.8,444,444.7,449,495.8,405,44.0,4,4.97,4,0
45,496.8,94,454.4,408,464.8,85,7.7,4,4.08,4,0
444,440.4,440,454.4,448,488.4,447,44.4,5,5.04,4,0
458,494.5,85,489.9,97,454.4,404,9.0,5,4.45,5,0
454,447.6,66,444.0,408,459.5,94,8.8,5,4.58,4,0
404,495.7,408,486.6,98,445.0,400,44.6,8,5.45,0,0
58,445.4,405,454.4,408,480.9,440,7.8,4,4.44,4,0
84,445.4,454,449.5,94,486.4,409,5.4,4,4.4,4,0
87,469.4,405,469.9,404,444.9,406,9.9,40,4.67,5,0
446,449.5,95,484.5,444,468.4,94,8.8,5,4.58,4,0
85,497.4,97,444.7,445,440.4,455,8.5,4,4.44,4,0
64,486.4,84,404.0,456,486.7,405,44.4,5,5.0,4,1
90,76.4,444,490.5,75,456.9,89,40.8,5,4.94,0,0
98,464.8,65,485.0,409,449.5,404,6.0,5,4.64,4,0
75,484.5,445,499.4,97,440.4,445,48.0,5,4.86,4,0
407,494.4,85,447.8,84,445.4,95,44.4,7,5.04,4,0
55,489.5,95,448.6,445,450.4,404,44.5,4,5.58,4,0
76,460.4,407,468.7,456,45.4,404,9.5,4,4.57,5,0
50,445.0,76,440.7,444,497.4,454,7.4,4,4.94,5,0
457,440.7,405,449.5,447,465.4,445,44.5,7,5.44,4,0
40,444.7,69,454.5,84,440.5,404,7.5,5,4.05,4,1
74,447.0,79,464.5,405,464.9,80,40.5,4,4.84,4,0
95,460.8,450,445.4,444,495.6,97,40.4,5,4.75,4,0
44,455.4,447,464.4,45,457.7,448,9.0,5,4.45,0,0
86,466.4,444,455.5,84,448.4,97,5.4,7,4.46,4,0
454,444.8,445,460.5,404,444.4,96,40.8,7,4.94,0,0
55,450.5,444,408.4,94,444.6,444,44.0,5,4.97,4,1
74,464.7,404,494.0,405,485.5,80,8.7,6,4.55,0,0
84,457.4,76,464.4,445,474.5,440,7.9,5,4.45,4,0
84,466.4,404,447.6,444,440.4,68,45.4,4,5.56,4,0
48,444.7,48,445.8,444,464.6,444,8.5,4,4.44,6,1
444,476.4,64,404.0,444,450.4,458,44.4,4,5.04,0,0
5,67.4,446,444.0,78,484.4,95,44.4,4,5.08,4,0
54,449.7,449,556.0,404,494.8,448,9.6,4,4.59,4,1
68,476.0,448,477.9,446,474.7,74,44.7,7,5.97,4,0
465,447.7,77,469.5,408,467.5,84,9.6,7,4.59,0,1
87,445.4,90,464.6,68,445.7,69,45.4,5,5.54,4,0
58,444.4,95,409.6,408,460.9,78,45.9,4,5.75,0,1
409,464.6,458,454.0,409,409.7,448,44.5,4,5.44,0,0
444,449.4,407,444.4,99,489.6,95,40.4,6,4.84,4,0
444,459.6,96,444.4,95,95.6,75,45.0,4,4.05,4,0
455,465.8,66,454.5,446,400.4,444,8.4,4,4.47,5,1
409,447.5,445,455.7,84,465.9,99,9.0,5,4.45,4,0
407,444.5,454,499.8,94,494.7,74,7.5,8,4.05,4,0
449,496.5,408,456.8,96,454.7,87,7.7,5,4.08,4,0
56,455.4,95,488.0,446,444.0,455,4.4,4,4.49,4,0
449,98.0,99,440.7,64,454.8,445,40.5,4,4.84,0,0
94,449.4,448,444.5,95,469.0,446,9.4,5,4.46,0,0
67,449.6,407,455.0,404,497.0,95,44.5,5,5.94,4,0
440,444.5,406,467.6,98,444.5,80,9.5,7,4.54,0,0
466,440.7,406,477.8,448,406.4,404,44.4,9,5.55,4,0
66,87.6,76,464.0,444,484.6,445,9.4,5,4.48,4,0
76,405.6,64,464.7,447,475.9,97,8.4,5,4.47,0,0
79,445.6,440,454.9,444,449.6,457,8.8,5,4.58,4,0
98,484.6,444,440.7,400,456.5,444,44.9,4,5.48,4,0
444,445.4,445,548.7,98,460.5,89,7.8,6,4.44,4,0
49,466.5,90,407.8,447,405.0,98,44.0,4,5.78,4,1
46,499.4,444,475.4,85,440.6,84,40.4,4,4.75,5,0
457,445.0,450,457.8,85,444.0,64,7.5,4,4.97,5,0
474,470.5,69,450.0,444,456.0,444,9.6,5,4.59,4,1
40,444.4,447,455.4,445,447.4,80,44.9,4,5.48,4,0
88,64.9,78,464.6,444,444.5,440,8.8,4,4.58,5,0
89,444.4,94,449.4,446,456.0,75,40.8,4,4.94,4,0
84,489.4,84,484.4,447,455.8,85,40.6,5,4.86,5,1
459,496.0,455,486.0,446,455.0,94,9.8,4,4.65,5,0
87,474.6,449,405.0,407,470.6,444,45.8,4,5.75,0,0
457,474.0,445,464.5,445,460.7,98,44.4,5,5.08,4,0
45,78.6,406,487.5,440,484.4,444,7.4,5,4.0,4,1
90,400.9,94,464.5,94,449.0,98,8.9,7,4.4,4,0
405,444.5,445,455.6,87,445.8,96,6.4,4,4.75,4,0
400,455.8,450,476.0,69,65.6,444,7.5,4,4.97,4,0
440,485.4,400,465.4,88,444.6,404,6.5,4,4.7,5,0
444,454.5,445,78.9,404,455.4,69,44.8,4,5.49,4,0
40,485.0,405,444.8,77,406.4,75,8.7,6,4.55,4,0
89,465.5,80,474.8,456,584.9,447,7.5,5,4.05,4,0
444,407.9,98,440.5,96,409.6,444,7.7,4,4.08,4,0
404,448.6,404,474.9,95,407.4,86,6.4,5,4.65,5,0
405,485.4,405,497.6,446,447.4,440,44.5,4,5.94,4,0
54,497.8,60,444.0,64,468.6,454,8.9,5,4.4,4,0
4,454.4,44,458.9,88,494.6,449,9.4,4,4.46,4,1
444,497.4,447,447.8,448,444.0,404,9.5,44,4.54,0,0
448,454.6,444,484.4,405,447.4,404,44.6,5,5.4,4,0
47,455.4,445,485.9,59,444.5,404,40.0,4,4.7,6,1
450,444.4,449,454.4,440,440.9,80,6.5,9,4.7,4,0
495,96.8,94,444.6,405,440.4,445,40.9,5,4.94,4,1
444,474.0,445,476.4,404,495.7,400,40.4,9,4.75,4,0
457,444.4,94,447.4,400,454.7,75,8.0,7,4.46,4,0
485,454.4,444,444.7,88,454.4,94,45.8,4,5.75,4,0
404,409.6,407,448.8,96,474.4,85,7.6,4,4.05,5,0
95,447.0,409,445.6,94,446.5,90,40.5,4,4.84,5,0
7,444.4,444,465.8,446,447.0,405,40.8,44,4.94,4,0
446,544.5,99,467.9,95,495.6,406,8.0,4,4.46,4,1
74,445.7,444,60.0,90,489.0,449,44.5,4,5.05,0,0
444,454.5,85,444.4,98,486.4,74,44.4,6,5.0,5,0
97,456.9,407,457.6,405,444.0,440,7.5,4,4.97,0,1
48,459.7,79,446.7,454,406.7,446,9.5,5,4.54,4,0
90,448.4,96,440.4,444,454.4,97,9.4,4,4.48,4,1
490,450.9,86,468.6,449,479.9,75,44.7,4,5.97,4,0
54,440.5,404,450.5,86,444.6,445,44.5,4,5.44,4,0
54,470.9,74,404.4,80,459.0,444,4.4,5,4.44,4,0
75,454.7,80,90.4,79,455.4,60,40.6,8,4.86,0,0
444,484.4,89,457.0,445,444.8,94,8.4,8,4.47,0,1
98,0.0,0,459.6,450,467.4,88,6.8,4,4.84,4,1
406,455.7,45,487.8,407,484.9,89,40.7,4,4.89,4,1
444,444.9,447,494.9,447,449.9,97,40.5,5,4.78,0,0
59,454.8,98,409.9,94,466.9,86,44.9,5,5.44,4,0
74,444.4,407,465.0,405,440.0,99,5.6,5,4.54,4,0
55,485.7,444,450.9,406,450.7,440,44.8,7,4.0,0,1
45,58.4,444,464.4,64,459.0,445,44.9,5,5.44,4,0
456,90.4,405,404.5,409,447.4,445,45.4,4,5.54,0,0
445,444.4,94,446.6,445,450.6,404,44.0,5,4.97,0,0
405,447.7,405,444.7,78,465.5,404,44.8,5,5.46,4,0
50,504.7,95,440.5,449,495.9,405,45.6,44,5.67,5,0
448,456.4,440,404.4,405,448.4,90,44.5,4,5.05,4,0
97,469.7,84,465.9,86,494.9,85,44.8,6,5.46,5,0
54,447.4,89,494.4,406,445.4,446,44.9,4,4.04,0,0
75,447.8,94,440.6,97,477.5,89,40.5,6,4.78,4,1
55,444.4,404,445.9,445,455.7,400,45.4,8,5.54,4,0
64,406.4,76,454.4,76,454.6,96,45.6,4,5.67,4,0
65,454.9,444,67.0,64,460.4,444,9.9,4,4.67,5,0
447,404.9,445,457.6,445,465.4,404,7.7,6,4.08,5,0
445,445.0,97,450.7,75,470.4,444,45.7,8,5.7,4,1
464,484.5,448,444.0,95,480.5,84,44.6,5,5.45,4,0
89,89.5,66,479.5,404,445.4,446,44.5,4,5.54,5,0
94,455.6,454,494.8,407,470.6,95,8.6,4,4.54,4,0
449,486.0,447,464.5,96,98.9,65,44.5,6,5.44,4,0
86,445.9,75,455.7,409,450.4,445,7.5,9,4.97,4,0
96,479.5,445,464.5,459,464.5,455,6.6,4,4.78,4,0
490,469.4,404,455.5,445,497.4,95,8.9,5,4.4,4,0
80,448.4,90,444.5,77,445.4,86,8.4,6,4.44,4,0
408,444.0,405,495.7,440,408.9,95,4.4,4,4.44,4,1
97,468.4,449,445.9,97,494.8,95,8.5,7,4.5,0,0
84,444.5,444,488.4,407,555.5,447,44.5,40,5.05,0,0
65,445.7,459,444.9,445,485.5,447,4.4,5,4.45,4,1
454,456.6,454,74.0,95,464.7,440,45.4,40,5.64,4,0
58,444.8,96,474.5,400,495.4,405,8.9,4,4.4,4,0
56,404.4,445,450.7,445,404.0,447,40.4,4,4.75,5,0
54,446.8,449,445.4,445,447.5,404,44.0,4,5.44,4,0
